"rating","usermean","moviemean","day"
5,3.78808579929,3.18982308233,"Tue"
1,3.69338312774,3.1900912867,"Tue"
3,3.73482923874,3.18995718451,"Tue"
5,3.9293027545,3.18982308233,"Tue"
4,2.96391868031,3.18989013342,"Wed"
3,3.64555669,3.18995718451,"Wed"
5,3.87418464427,3.18982308233,"Sun"
5,4.04622356117,3.18982308233,"Wed"
2,3.43566393267,3.19002423561,"Thu"
5,3.69658477487,3.18982308233,"Wed"
3,3.05760106879,3.18995718451,"Wed"
1,2.98126527273,3.1900912867,"Mon"
2,3.70100140131,3.19002423561,"Mon"
3,3.40339739466,3.18995718451,"Mon"
4,2.6252979142,3.18989013342,"Thu"
2,3.71042836426,3.19002423561,"Sun"
3,3.98848764497,3.18995718451,"Sun"
5,3.44239019162,3.18982308233,"Mon"
1,3.14148636304,3.1900912867,"Tue"
5,3.72092469271,3.18982308233,"Sun"
4,4.24282257195,3.18989013342,"Thu"
4,3.49051417141,3.18989013342,"Sat"
5,4.28046552896,3.18982308233,"Mon"
1,3.21323426366,3.1900912867,"Mon"
2,3.46340483274,3.19002423561,"Tue"
4,3.34591489706,3.18989013342,"Wed"
4,4.24807534029,3.18989013342,"Fri"
5,3.4686425388,3.18982308233,"Fri"
1,3.78169094249,3.1900912867,"Sun"
5,3.67173858457,3.18982308233,"Sat"
5,4.09500280973,3.18982308233,"Thu"
4,4.1207403593,3.18989013342,"Tue"
4,3.52977830969,3.18989013342,"Sun"
5,3.67560324444,3.18982308233,"Wed"
5,3.53763357943,3.18982308233,"Sun"
1,3.06058276269,3.1900912867,"Mon"
5,3.96374706654,3.18982308233,"Wed"
5,3.69515464912,3.18982308233,"Mon"
4,4.08811776674,3.18989013342,"Sun"
3,3.61422324405,3.18995718451,"Wed"
3,3.94740874027,3.18995718451,"Wed"
2,3.40240706328,3.19002423561,"Fri"
5,3.37548654426,3.18982308233,"Tue"
3,3.45189850439,3.18995718451,"Wed"
2,3.6600073595,3.19002423561,"Fri"
3,3.46862594712,3.18995718451,"Tue"
2,3.45918537553,3.19002423561,"Mon"
5,3.626005364,3.18982308233,"Thu"
5,4.10638560337,3.18982308233,"Fri"
1,4.094642905,3.1900912867,"Mon"
5,3.48037470513,3.18982308233,"Mon"
5,3.29876486374,3.18982308233,"Thu"
5,3.45812963442,3.18982308233,"Sun"
4,3.46246650776,3.18989013342,"Mon"
3,3.10349178463,3.18995718451,"Tue"
3,3.41518681152,3.18995718451,"Tue"
4,3.6919205222,3.18989013342,"Mon"
5,3.55512655417,3.18982308233,"Tue"
1,3.32315224912,3.1900912867,"Sun"
4,3.52779905736,3.18989013342,"Sat"
3,3.93299589419,3.18995718451,"Tue"
5,4.10752650887,3.18982308233,"Wed"
4,3.93108071082,3.18989013342,"Fri"
3,3.54816202892,3.18995718451,"Sun"
1,3.0955785686,3.1900912867,"Mon"
1,2.98254862649,3.1900912867,"Sun"
2,2.41776030709,3.19002423561,"Thu"
4,2.99544860382,3.18989013342,"Wed"
1,3.73522606686,3.1900912867,"Wed"
2,3.78916890844,3.19002423561,"Wed"
4,4.00525679715,3.18989013342,"Thu"
1,3.75744928317,3.1900912867,"Wed"
2,3.94024820253,3.19002423561,"Sat"
1,3.5174943648,3.1900912867,"Mon"
2,3.0909555191,3.19002423561,"Thu"
1,4.13476332147,3.1900912867,"Thu"
4,3.79647714852,3.18989013342,"Sat"
2,4.32737022646,3.19002423561,"Sat"
5,3.42464573377,3.18982308233,"Sat"
5,3.39625197844,3.18982308233,"Wed"
3,3.92355587383,3.18995718451,"Wed"
4,3.71225313476,3.18989013342,"Mon"
5,4.05399408411,3.18982308233,"Mon"
1,1.80963425744,3.1900912867,"Sat"
4,3.52294591445,3.18989013342,"Wed"
1,3.65729607016,3.1900912867,"Sun"
5,3.98172668603,3.18982308233,"Sun"
3,3.78487800577,3.18995718451,"Tue"
4,2.98414862477,3.18989013342,"Thu"
4,3.48244798965,3.18989013342,"Mon"
3,3.09299947801,3.18995718451,"Wed"
4,3.3473966445,3.18989013342,"Tue"
5,4.61605114001,3.18982308233,"Thu"
3,3.32319202472,3.18995718451,"Mon"
1,2.34448734366,3.1900912867,"Thu"
1,3.86888406139,3.1900912867,"Fri"
2,3.25274447275,3.19002423561,"Wed"
4,3.81294687129,3.18989013342,"Mon"
2,3.30999348806,3.19002423561,"Tue"
5,3.90296219078,3.18982308233,"Sat"
4,3.8191568101,3.18989013342,"Wed"
4,4.38167194908,3.18989013342,"Wed"
4,3.70699899235,3.18989013342,"Mon"
4,3.60875868915,3.18989013342,"Mon"
2,3.46283207626,3.19002423561,"Mon"
1,3.50010412535,3.1900912867,"Tue"
3,4.21515373666,3.18995718451,"Tue"
2,3.05102923578,3.19002423561,"Sun"
4,3.54761298155,3.18989013342,"Wed"
1,3.19692260544,3.1900912867,"Wed"
4,3.34331915393,3.18989013342,"Tue"
3,3.84574595457,3.18995718451,"Mon"
2,3.02741357857,3.19002423561,"Sun"
2,3.9649582332,3.19002423561,"Fri"
5,4.43052263496,3.18982308233,"Tue"
4,4.1309342294,4.51954612265,"Fri"
5,3.17399053562,4.51179418467,"Fri"
3,4.0163321612,2.90368693051,"Sun"
3,3.38026022307,2.90368693051,"Sun"
3,3.84551686773,2.90368693051,"Sun"
3,3.69103396291,2.90368693051,"Wed"
3,3.76198333268,2.90368693051,"Sun"
3,4.39229705766,2.90368693051,"Tue"
1,3.66545385305,2.90396814536,"Wed"
3,3.30327539331,2.90368693051,"Wed"
2,3.66795046609,2.90382753794,"Fri"
4,3.45293136709,2.90354632309,"Thu"
3,3.16500771182,2.90368693051,"Wed"
4,3.1472691159,2.90354632309,"Sun"
3,3.22117964909,2.90368693051,"Mon"
1,3.55102372555,2.90396814536,"Thu"
3,3.54642953737,2.90368693051,"Tue"
1,3.50622835257,2.90396814536,"Wed"
4,3.55529630077,2.90354632309,"Wed"
3,4.00901670364,2.90368693051,"Fri"
2,3.551557049,2.90382753794,"Sat"
3,3.91696458086,2.90368693051,"Tue"
2,3.71942030694,2.90382753794,"Sun"
3,3.29583869411,2.90368693051,"Mon"
5,4.74849512523,2.90340571567,"Sun"
1,2.8446827758,2.90396814536,"Wed"
5,4.18404289964,2.90340571567,"Sat"
3,4.2294039467,2.90368693051,"Fri"
2,3.42753375916,2.90382753794,"Mon"
5,4.18635482636,2.90340571567,"Mon"
2,2.83278424264,2.90382753794,"Tue"
4,3.70554865913,2.90354632309,"Tue"
2,3.99269738673,2.90382753794,"Wed"
4,3.72557755281,2.90354632309,"Tue"
3,3.89737191444,2.90368693051,"Mon"
2,3.25907588026,2.90382753794,"Tue"
2,2.93146144902,2.90382753794,"Tue"
2,3.36322291561,2.90382753794,"Fri"
3,3.46555086179,2.90368693051,"Sun"
3,3.21397138253,2.90368693051,"Wed"
2,3.18419808139,2.90382753794,"Thu"
3,4.14366387042,2.90368693051,"Wed"
3,3.60280271059,2.90368693051,"Tue"
3,3.94021449822,2.90368693051,"Sat"
2,3.93048197468,2.90382753794,"Wed"
2,3.62142861876,2.90382753794,"Sat"
3,3.61976349584,2.90368693051,"Wed"
4,4.44726488983,2.90354632309,"Tue"
2,3.76367150346,2.90382753794,"Thu"
5,3.6060312908,2.90340571567,"Wed"
3,3.50097499191,2.90368693051,"Mon"
3,3.92664842595,2.90368693051,"Mon"
1,3.74117119244,2.90396814536,"Wed"
3,3.65582300703,2.90368693051,"Tue"
3,3.96383136202,2.90368693051,"Thu"
4,3.6201630199,2.90354632309,"Mon"
3,3.75603439819,2.90368693051,"Tue"
2,2.92895446111,2.90382753794,"Wed"
1,3.57774807008,2.90396814536,"Thu"
4,3.61579711196,2.90354632309,"Tue"
2,4.34265879575,2.90382753794,"Thu"
3,4.28443148136,2.90368693051,"Tue"
2,3.37050637516,2.90382753794,"Fri"
4,3.29058547346,2.90354632309,"Sat"
3,3.49348656309,2.90368693051,"Thu"
2,2.89096015347,2.90382753794,"Wed"
3,3.31891703101,2.90368693051,"Tue"
3,3.27021449822,2.90368693051,"Wed"
5,4.22597943405,2.90340571567,"Thu"
3,3.13912019828,2.90368693051,"Tue"
4,3.65315713436,2.90354632309,"Mon"
3,3.22627347671,2.90368693051,"Sun"
3,3.71763912146,2.79437705879,"Tue"
2,3.83841756276,2.79454756178,"Thu"
3,3.69527893775,2.79437705879,"Fri"
3,3.27390342287,2.79437705879,"Mon"
3,3.59088358111,2.79437705879,"Sat"
2,2.26061923592,2.79454756178,"Wed"
3,3.78031051048,2.79437705879,"Mon"
3,2.57172676919,2.79437705879,"Tue"
1,4.52455238395,2.79471806476,"Wed"
4,3.84453977699,2.79420655581,"Sun"
1,2.64948993391,2.79471806476,"Tue"
4,4.34253558398,2.79420655581,"Tue"
4,3.38851838769,2.79420655581,"Wed"
3,3.64111730693,2.79437705879,"Tue"
3,2.66604417928,2.79437705879,"Tue"
3,3.93971680983,2.79437705879,"Wed"
2,3.30977916455,2.79454756178,"Mon"
4,4.05606656267,2.79420655581,"Sat"
2,3.78431680572,2.79454756178,"Tue"
3,3.14916435981,2.79437705879,"Wed"
1,4.02725513541,2.79471806476,"Sun"
1,2.89222101535,2.79471806476,"Tue"
4,4.29843377037,2.79420655581,"Tue"
1,3.54549886327,2.79471806476,"Tue"
4,4.09745789725,2.79420655581,"Sun"
2,4.32686748308,2.79454756178,"Tue"
4,3.18738691411,2.79420655581,"Mon"
1,3.44425568384,2.79471806476,"Mon"
3,3.37187123736,2.79437705879,"Thu"
3,3.62945449238,2.79437705879,"Tue"
3,3.68924438987,2.79437705879,"Sat"
2,2.58744033391,2.79454756178,"Mon"
3,4.03662273488,2.79437705879,"Fri"
3,3.70593970541,2.79437705879,"Fri"
3,3.27947572379,2.79437705879,"Fri"
1,3.18457196805,2.79471806476,"Mon"
3,4.00375533023,2.79437705879,"Wed"
4,4.17635699034,2.79420655581,"Fri"
3,3.45739621483,2.79437705879,"Tue"
4,3.92569328093,2.79420655581,"Thu"
4,3.04206908901,2.79420655581,"Wed"
2,3.22627559453,2.79454756178,"Wed"
2,3.80698378669,2.79454756178,"Sun"
3,3.24264090729,2.79437705879,"Wed"
1,3.07486851193,2.79471806476,"Mon"
3,3.40425650563,2.79437705879,"Wed"
1,3.29469481254,2.79471806476,"Tue"
2,3.33039474421,2.79454756178,"Thu"
2,3.58762998628,2.79454756178,"Sat"
3,3.57517874852,2.79437705879,"Tue"
3,3.99742562647,2.79437705879,"Sat"
4,4.63940860003,2.79420655581,"Wed"
3,3.73676413937,2.79437705879,"Fri"
1,2.94680922058,2.79471806476,"Tue"
2,3.92206910297,2.79454756178,"Tue"
3,3.69246610277,2.79437705879,"Tue"
3,3.1937559586,2.79437705879,"Thu"
3,3.6960318703,2.79437705879,"Fri"
3,3.11042443153,2.79437705879,"Wed"
5,3.81217022236,3.82319703818,"Wed"
4,3.267691277,3.82322219161,"Mon"
4,3.26820912734,3.82322219161,"Sat"
4,3.86446275484,3.82322219161,"Sun"
5,4.29023813691,3.82319703818,"Wed"
4,3.90018655887,3.82322219161,"Mon"
3,3.29420414852,3.82324734505,"Fri"
5,4.37403686006,3.82319703818,"Thu"
4,4.09260302428,3.82322219161,"Tue"
4,3.89182131996,3.82322219161,"Sat"
5,4.07697160593,3.82319703818,"Wed"
4,3.51359232758,3.82322219161,"Fri"
5,2.8077240382,3.82319703818,"Sun"
4,3.58612426056,3.82322219161,"Mon"
2,3.19416223462,3.82327249849,"Thu"
4,3.5727146417,3.82322219161,"Tue"
5,4.0648620939,3.82319703818,"Sat"
2,3.87448755565,3.82327249849,"Wed"
3,3.76028599763,3.82324734505,"Mon"
5,3.69749025726,3.82319703818,"Mon"
5,4.06928178646,3.82319703818,"Thu"
5,3.68458030891,3.82319703818,"Thu"
4,4.29787281372,3.82322219161,"Sat"
4,3.4563831362,3.82322219161,"Fri"
4,3.38333911708,3.82322219161,"Tue"
3,3.61281563933,3.82324734505,"Mon"
3,3.6089206664,3.82324734505,"Thu"
5,3.82269556521,3.82319703818,"Tue"
3,4.06990936451,3.82324734505,"Tue"
4,3.31158797506,3.82322219161,"Sat"
3,3.59471827482,3.82324734505,"Thu"
4,2.9466200877,3.82322219161,"Wed"
2,3.52355010646,3.82327249849,"Sat"
4,3.34222036102,3.82322219161,"Fri"
4,3.59814436187,3.82322219161,"Thu"
4,3.56096727995,3.82322219161,"Thu"
2,3.18071076718,3.82327249849,"Wed"
4,2.79879057451,3.82322219161,"Tue"
3,3.74683215788,3.82324734505,"Wed"
5,4.35314806655,3.82319703818,"Tue"
3,3.40898361328,3.82324734505,"Thu"
2,3.46785716357,3.82327249849,"Tue"
3,3.19185762551,3.82324734505,"Wed"
5,3.73772414381,3.82319703818,"Mon"
4,4.40483486334,3.82322219161,"Wed"
2,3.46540221993,3.82327249849,"Tue"
5,3.60412238384,3.82319703818,"Sat"
4,3.04439271836,3.82322219161,"Wed"
4,3.52951691089,3.82322219161,"Wed"
2,3.38141652492,3.82327249849,"Sat"
5,3.83028815096,3.82319703818,"Sat"
4,3.63346994968,3.82322219161,"Mon"
3,3.47902207902,3.82324734505,"Wed"
3,3.14407993435,3.82324734505,"Sat"
5,3.84341235478,3.82319703818,"Tue"
5,4.70029124658,3.82319703818,"Sun"
4,4.2327839247,3.82322219161,"Sun"
4,3.63934793166,3.82322219161,"Thu"
2,2.8854194946,3.82327249849,"Sun"
4,3.68832362457,3.82322219161,"Wed"
3,2.96318295441,3.82324734505,"Tue"
4,3.09768192565,3.82322219161,"Mon"
3,3.72537009965,3.82324734505,"Mon"
4,3.16830503562,3.82322219161,"Sat"
5,3.8699119859,3.82319703818,"Wed"
5,3.52435824487,3.82319703818,"Tue"
1,3.65994328507,3.82329765192,"Wed"
4,3.19833307113,3.82322219161,"Thu"
5,3.80681281438,3.82319703818,"Fri"
4,3.51974432237,3.82322219161,"Thu"
4,3.64433706566,3.82322219161,"Sun"
5,3.69076491801,3.82319703818,"Wed"
3,3.6115589521,3.82324734505,"Fri"
5,3.98083909789,3.82319703818,"Mon"
2,4.14828055446,3.82327249849,"Sun"
4,3.22175854462,3.82322219161,"Fri"
5,4.51359633136,3.82319703818,"Mon"
5,4.05500506663,3.82319703818,"Tue"
5,3.6053419679,3.82319703818,"Tue"
4,3.88240780006,3.82322219161,"Sat"
4,4.23922369488,3.82322219161,"Thu"
3,2.85500614921,3.82324734505,"Sat"
4,3.70355077159,3.82322219161,"Thu"
4,3.42471828671,3.82322219161,"Wed"
4,3.82423714522,3.82322219161,"Mon"
5,4.40436941395,3.82319703818,"Wed"
3,3.64224605536,3.82324734505,"Sun"
3,2.97187470818,3.82324734505,"Tue"
4,3.77522224795,3.82322219161,"Sun"
5,3.78628086146,3.82319703818,"Sun"
5,4.46651188577,3.82319703818,"Tue"
4,3.77598534381,3.82322219161,"Fri"
3,3.48685160346,3.82324734505,"Thu"
4,3.88647271561,3.82322219161,"Sun"
3,3.62663523989,3.82324734505,"Tue"
4,4.09992073645,3.82322219161,"Tue"
4,3.777305227,3.82322219161,"Mon"
3,2.87935659145,3.82324734505,"Sun"
4,3.98719796536,3.82322219161,"Wed"
5,3.31716978742,3.82319703818,"Sat"
5,3.80463071124,3.82319703818,"Sun"
5,3.98825159903,3.82319703818,"Sun"
4,3.75878901593,3.82322219161,"Wed"
3,3.73996887554,3.82324734505,"Mon"
5,3.61221612158,3.82319703818,"Thu"
4,3.884368838,3.82322219161,"Tue"
4,3.08804327452,3.82322219161,"Wed"
3,3.22000245317,3.82324734505,"Fri"
2,3.5682359844,3.82327249849,"Mon"
5,4.16348445494,3.82319703818,"Thu"
5,3.89947129863,3.82319703818,"Mon"
3,4.04391476921,3.82324734505,"Wed"
4,4.05602144982,3.82322219161,"Thu"
5,3.94720343821,3.82319703818,"Mon"
1,3.35753365117,3.82329765192,"Wed"
3,3.70107249111,3.82324734505,"Fri"
4,3.27083442446,3.82322219161,"Tue"
4,3.62310742754,3.82322219161,"Sat"
5,4.06765676233,3.82319703818,"Fri"
4,3.25031165307,3.82322219161,"Fri"
5,2.9825924819,3.82319703818,"Thu"
4,3.83358868836,3.82322219161,"Thu"
4,3.39540322363,3.82322219161,"Thu"
4,3.56576773199,3.82322219161,"Thu"
5,4.16454638273,3.82319703818,"Tue"
3,3.33508103361,3.82324734505,"Sat"
3,3.31500470721,3.82324734505,"Wed"
5,3.19446109226,3.82319703818,"Wed"
4,2.87086744317,3.82322219161,"Wed"
4,3.78448803236,3.82322219161,"Sat"
4,3.84213151753,3.82322219161,"Sun"
3,3.16212288607,3.82324734505,"Fri"
3,3.11181622246,3.82324734505,"Tue"
3,3.65405345959,3.82324734505,"Mon"
4,4.19149086802,3.82322219161,"Fri"
5,4.06125605522,3.82319703818,"Fri"
3,3.05314933575,3.82324734505,"Wed"
4,3.76022952448,3.82322219161,"Tue"
4,3.36720156962,3.82322219161,"Wed"
3,3.41368743534,3.82324734505,"Wed"
5,4.02049571356,3.82319703818,"Tue"
3,3.63440844826,3.82324734505,"Wed"
3,3.41642587479,3.82324734505,"Sat"
5,4.33338333292,3.82319703818,"Tue"
4,4.00270496851,3.82322219161,"Wed"
4,4.22844648811,3.82322219161,"Tue"
4,3.42346398112,3.82322219161,"Thu"
4,3.88776812278,3.82322219161,"Wed"
4,3.55851754695,3.82322219161,"Tue"
5,3.70348525831,3.82319703818,"Sat"
5,3.7454696751,3.82319703818,"Fri"
3,3.71301249993,3.82324734505,"Tue"
5,3.94907874175,3.82319703818,"Thu"
5,3.71466874682,3.82319703818,"Mon"
5,3.41565405786,3.82319703818,"Mon"
5,4.03251529884,3.82319703818,"Wed"
3,3.51353871894,3.82324734505,"Wed"
3,3.55377313264,3.82324734505,"Tue"
4,3.35644163572,3.82322219161,"Tue"
5,4.14804838569,3.82319703818,"Sat"
4,4.22748115209,3.82322219161,"Fri"
4,3.73375719805,3.82322219161,"Mon"
5,4.3892015326,3.82319703818,"Fri"
5,4.16947084688,3.82319703818,"Sat"
4,3.65806590445,3.82322219161,"Sat"
4,3.90471655082,3.82322219161,"Mon"
4,3.81836908304,3.82322219161,"Tue"
4,3.57901502267,3.82322219161,"Tue"
5,3.73003397573,3.82319703818,"Tue"
4,4.20878740879,3.82322219161,"Wed"
3,2.74879578483,3.82324734505,"Sat"
4,3.81526402135,3.82322219161,"Wed"
4,3.70436361798,3.82322219161,"Wed"
3,3.465877362,3.82324734505,"Tue"
5,4.70507455004,3.82319703818,"Fri"
4,3.30414247593,3.82322219161,"Tue"
5,4.54688062785,3.82319703818,"Thu"
5,4.2535550683,3.82319703818,"Tue"
4,3.85717232118,3.82322219161,"Sun"
4,3.46987257171,3.82322219161,"Wed"
3,3.48967105772,3.82324734505,"Mon"
5,4.47688375452,3.82319703818,"Mon"
3,3.99314043073,3.82324734505,"Tue"
5,3.03851006747,3.82319703818,"Tue"
4,4.15759075534,3.82322219161,"Sun"
4,3.50115715917,3.82322219161,"Thu"
5,4.36098289407,3.82319703818,"Sat"
4,3.96248665347,3.82322219161,"Mon"
3,3.38413568776,3.82324734505,"Fri"
5,3.77197428714,3.82319703818,"Thu"
5,3.91388807754,3.82319703818,"Sat"
5,3.92114253619,3.82319703818,"Tue"
5,4.1485679451,3.82319703818,"Fri"
5,4.10991957295,3.82319703818,"Thu"
4,2.90856302384,3.82322219161,"Mon"
3,3.29602843514,3.82324734505,"Mon"
5,4.06589796182,3.82319703818,"Mon"
5,3.90920555546,3.82319703818,"Sat"
4,3.99642859691,3.82322219161,"Fri"
4,3.19673816607,3.82322219161,"Mon"
4,3.12565672566,3.82322219161,"Thu"
5,3.18485717217,3.82319703818,"Mon"
3,3.42874166525,3.82324734505,"Fri"
3,3.98013770705,3.82324734505,"Sun"
3,3.43176997956,3.82324734505,"Wed"
4,3.99048386525,3.82322219161,"Sun"
4,2.70909660248,3.82322219161,"Sat"
4,4.08584757441,3.82322219161,"Mon"
5,3.72710037177,3.82319703818,"Sun"
4,4.10834856631,3.82322219161,"Tue"
3,3.67195050118,3.82324734505,"Tue"
4,3.08681442478,3.82322219161,"Fri"
5,4.45879567369,3.82319703818,"Mon"
3,3.3567933554,3.82324734505,"Sat"
5,4.08565341728,3.82319703818,"Tue"
4,4.47779481025,3.82322219161,"Tue"
5,3.80533408975,3.82319703818,"Fri"
2,3.36552211424,3.82327249849,"Tue"
4,3.83485460925,3.82322219161,"Sun"
3,3.85613262983,3.82324734505,"Thu"
4,2.97798895823,3.82322219161,"Fri"
5,4.16941249952,3.82319703818,"Mon"
5,3.47840736462,3.82319703818,"Tue"
5,3.43317411909,3.82319703818,"Tue"
4,3.6886905694,3.82322219161,"Wed"
4,3.51820150495,3.82322219161,"Mon"
4,3.95027991697,3.82322219161,"Tue"
3,3.89547804149,3.82324734505,"Fri"
5,3.29088843466,3.82319703818,"Thu"
5,4.00685536793,3.82319703818,"Thu"
5,3.28501953895,3.82319703818,"Sat"
5,4.32289880323,3.82319703818,"Thu"
5,4.20839479048,3.82319703818,"Mon"
2,3.79361758007,3.82327249849,"Sun"
5,4.29388406139,3.82319703818,"Fri"
4,3.23740657427,3.82322219161,"Mon"
2,3.59660909297,3.82327249849,"Wed"
5,3.76747404595,3.82319703818,"Tue"
4,3.72934202185,3.82322219161,"Mon"
4,3.02626467184,3.82322219161,"Mon"
3,3.20619060498,3.82324734505,"Thu"
4,3.80935164357,3.82322219161,"Wed"
3,3.0829065505,3.82324734505,"Tue"
5,3.82221567646,3.82319703818,"Sun"
5,4.12178108494,3.82319703818,"Fri"
4,3.28467105525,3.82322219161,"Thu"
3,4.25486391825,3.82324734505,"Mon"
4,3.91374622238,3.82322219161,"Wed"
3,3.30418612733,3.82324734505,"Mon"
4,4.08639283216,3.82322219161,"Tue"
4,3.43491272509,3.82322219161,"Wed"
3,3.81405708814,3.82324734505,"Tue"
5,4.14260798643,3.82319703818,"Mon"
3,3.75477479736,3.82324734505,"Sun"
3,4.08071620347,3.82324734505,"Wed"
4,3.08159831529,3.82322219161,"Sat"
3,3.7834595618,3.82324734505,"Sat"
5,4.26543578594,3.82319703818,"Thu"
2,3.70678957534,3.82327249849,"Tue"
4,3.90582561403,3.82322219161,"Sun"
3,3.34549345026,3.82324734505,"Fri"
5,4.52286607847,3.82319703818,"Wed"
5,3.94453939559,3.82319703818,"Wed"
5,3.77563863885,3.82319703818,"Sat"
5,4.11309877072,3.82319703818,"Tue"
5,4.01876676908,3.82319703818,"Wed"
4,3.87297224501,3.82322219161,"Mon"
5,3.79900592753,3.82319703818,"Sat"
4,3.83610464448,3.82322219161,"Thu"
3,3.01375135933,3.82324734505,"Tue"
5,3.77562249436,3.82319703818,"Wed"
5,3.44063443994,3.82319703818,"Thu"
3,3.54911040893,3.82324734505,"Mon"
4,3.66086218125,3.82322219161,"Fri"
3,3.39036742797,3.82324734505,"Wed"
4,2.93855072502,3.82322219161,"Thu"
5,3.8163321612,3.82319703818,"Mon"
3,3.84592270759,3.82324734505,"Tue"
1,3.05642078452,3.82329765192,"Wed"
5,4.04670976625,3.82319703818,"Thu"
5,4.53303585409,3.82319703818,"Sun"
3,3.81359290912,3.82324734505,"Wed"
3,3.39507417151,3.82324734505,"Wed"
3,3.48738702494,3.82324734505,"Wed"
4,3.84229341949,3.82322219161,"Mon"
4,3.68482255849,3.82322219161,"Fri"
2,3.60593649792,3.82327249849,"Wed"
3,3.50366204678,3.82324734505,"Mon"
3,2.39310394382,3.82324734505,"Tue"
3,3.64513716478,3.82324734505,"Fri"
5,3.49079039311,3.82319703818,"Sat"
4,3.94346367869,3.82322219161,"Mon"
4,3.71508221207,3.82322219161,"Tue"
4,4.50292256528,3.82322219161,"Wed"
5,3.83125489986,3.82319703818,"Sun"
4,3.40004124966,3.82322219161,"Sat"
3,4.03103840114,3.82324734505,"Sat"
3,2.9729350328,3.82324734505,"Thu"
5,4.551557049,3.82319703818,"Tue"
4,4.62745602691,3.82322219161,"Tue"
3,3.18756786566,3.82324734505,"Tue"
5,3.40827986858,3.82319703818,"Mon"
4,3.64196543081,3.82322219161,"Wed"
4,3.23034390761,3.82322219161,"Mon"
5,3.43821166958,3.82319703818,"Tue"
5,3.43842134045,3.82319703818,"Mon"
5,3.39328502558,3.82319703818,"Tue"
4,3.62170772615,3.82322219161,"Wed"
5,3.58543124946,3.82319703818,"Fri"
4,4.18428108494,3.82322219161,"Tue"
1,4.180276801,3.82329765192,"Wed"
5,3.92178451894,3.82319703818,"Sat"
3,3.19931422069,3.82324734505,"Fri"
5,3.86871301802,3.82319703818,"Thu"
4,3.82403427561,3.82322219161,"Thu"
4,3.64990387145,3.82322219161,"Wed"
4,3.32043917672,3.82322219161,"Tue"
4,3.32192724617,3.82322219161,"Wed"
5,3.66520690005,3.82319703818,"Tue"
4,3.26021495544,3.82322219161,"Fri"
4,3.04184247861,3.82322219161,"Thu"
3,3.40800926935,3.82324734505,"Mon"
4,3.66793045692,3.82322219161,"Wed"
3,2.87774928015,3.82324734505,"Sat"
4,3.65235537613,3.82322219161,"Fri"
4,3.69746249922,3.82322219161,"Fri"
4,3.76314094015,3.82322219161,"Wed"
4,4.15370169225,3.82322219161,"Fri"
3,2.77330704849,3.82324734505,"Mon"
3,3.57446880092,3.82324734505,"Mon"
3,3.26182869075,3.82324734505,"Wed"
3,2.835038991,3.82324734505,"Wed"
3,3.54812839332,3.82324734505,"Mon"
2,3.11617769097,3.82327249849,"Tue"
